title,author,year_published,isbn,publisher,language,genres,pages,cover_img_url,ol_key,source,description,avg_rating,num_ratings,google_url
Quiet,Susan Cain,2012.0,1984884360,"Penguin Books, Limited",eng,"Extraversion, Introverts, Interpersonal relations, Introversion, New York Times bestseller",360.0,https://covers.openlibrary.org/b/id/7079753-L.jpg,/works/OL16484595W,Open Library,"Passionately argued, impressively researched, and filled with indelible stories of real people, Quiet shows how dramatically we undervalue introverts, and how much we lose in doing so. Taking the reader on a journey from Dale Carnegie's birthplace to Harvard Business School, from a Tony Robbins seminar to an evangelical megachurch, Susan Cain charts the rise of the Extrovert Ideal in the twentieth century and explores its far-reaching effects. She talks to Asian-American students who feel alienated from the brash, backslapping atmosphere of American schools. She questions the dominant values of American business culture, where forced collaboration can stand in the way of innovation, and where the leadership potential of introverts is often overlooked. And she draws on cutting-edge research in psychology and neuroscience to reveal the surprising differences between extroverts and introverts. Perhaps most inspiring, she introduces us to successful introverts–from a witty, high-octane public speaker who recharges in solitude after his talks, to a record-breaking salesman who quietly taps into the power of questions. Finally, she offers invaluable advice on everything from how to better negotiate differences in introvert-extrovert relationships to how to empower an introverted child to when it makes sense to be a ""pretend extrovert."" This extraordinary book has the power to permanently change how we see introverts and, equally important, how introverts see themselves. - Publisher.",3.5,56.0,http://books.google.de/books?id=uyjf3uaQ4TwC&dq=Quiet+Susan+Cain&hl=&source=gbs_api
Indistractable,Nir Eyal,2019.0,1526625334,Benbella Books,eng,"Psychology, Goal (psychology), Self-actualization (psychology), Technology, social aspects, Attention",336.0,https://covers.openlibrary.org/b/id/9129784-L.jpg,/works/OL20464319W,Open Library,"You sit down at your desk to work on an important project, but a notification on your phone interrupts your morning. Later, as you're about to get back to work, a colleague taps you on the shoulder to chat. At home, screens get in the way of quality time with your family. Another day goes by, and once again, your most important personal and professional goals are put on hold. What would be possible if you followed through on your best intentions? What could you accomplish if you could stay focused and overcome distractions? What if you had the power to become ""indistractable""?",5.0,1.0,https://play.google.com/store/books/details?id=I0iQDwAAQBAJ&source=gbs_api
Read People Like a Book,Patrick King,2020.0,1647432235,Independently Published,"ita, eng","Nonverbal communication, Interpersonal skills, Social psychology, Persuasion, Charisma",226.0,https://covers.openlibrary.org/b/id/11983442-L.jpg,/works/OL25291486W,Open Library,"Speed read people, decipher body language, detect lies, and understand human nature.
Is it possible to analyze people without them saying a word? Yes, it is. Learn how to become a “mind reader” and forge deep connections.
How to get inside people’s heads without them knowing.
Read People Like a Book isn’t a normal book on body language of facial expressions. Yes, it includes all of those things, as well as new techniques on how to truly detect lies in your everyday life, but this book is more about understanding human psychology and nature. We are who we are because of our experiences and pasts, and this guides our habits and behaviors more than anything else. Parts of this book read like the most interesting and applicable psychology textbook you’ve ever read. Take a look inside yourself and others!
Understand the subtle signals that you are sending out and increase your emotional intelligence.
Patrick King is an internationally bestselling author and social skills coach. His writing draws of a variety of sources, from scientific research, academic experience, coaching, and real life experience.
Learn the keys to influencing and persuading others.
•What people’s limbs can tell us about their emotions.•Why lie detecting isn’t so reliable when ignoring context.•Diagnosing personality as a means to understanding motivation.•Deducing the most with the least amount of information.•Exactly the kinds of eye contact to use and avoid
Find shortcuts to connect quickly and deeply with strangers.
The art of reading and analyzing people is truly the art of understanding human nature. Consider it like a cheat code that will allow you to see through people’s actions and words.
Decode people’s thoughts and intentions, and you can go in any direction you want with them.",,,https://play.google.com/store/books/details?id=0tOxEAAAQBAJ&source=gbs_api
Breaking the habit of being yourself,Joe Dispenza,2012.0,9788479538255,Urano,"spa, eng","New Thought, Thought and thinking, Change (Psychology), Thinking, Changement (Psychologie)",352.0,https://covers.openlibrary.org/b/id/11348192-L.jpg,/works/OL16215950W,Open Library,"Argues that all human beings have the power within them to overcome predisposed beliefs and habits to make significant changes in one's life, and provides step-by-step tools to make such changes using understandings between science and spirituality.",,,http://books.google.de/books?id=LV76DwAAQBAJ&dq=Breaking+the+habit+of+being+yourself+Joe+Dispenza&hl=&source=gbs_api
Multicultural Education,"James A. Banks, Banks, C. Banks, Cherry A. McGee Banks",1988.0,9780415471367,John Wiley & Sons,eng,"Multicultural education, Minorities, Education, Educational anthropology, Educational equalization",446.0,https://covers.openlibrary.org/b/id/12360512-L.jpg,/works/OL1861342W,Open Library,"""Multicultural Education is a reader for educators that consists of articles written by the top scholars in the field. It helps them understand the concepts, paradigms, and explanations needed to become more effective practitioners in culturally, racially and language diverse classrooms. Each chapter now incorporates new theoretical, conceptual, and research developments in the field. A new chapter focuses on gay, lesbian, bisexual and transgender issues. Every statistical table, figure, and chart has also been updated to present the most current information. Educators will gain insight that they'll be able to apply in the classroom""--",,,"http://books.google.de/books?id=nsA7CwAAQBAJ&dq=Multicultural+Education+James+A.+Banks,+Banks,+C.+Banks,+Cherry+A.+McGee+Banks&hl=&source=gbs_api"
Women Who Love Too Much,Robin Norwood,1985.0,1407099957,Distributed by St. Martin's Press,"eng, spa","Alcoholics, Alcohólicos, Amor, Aspectos psicológicos, Family relationships",302.0,https://covers.openlibrary.org/b/id/10857537-L.jpg,/works/OL2647505W,Open Library,"Discusses ""loving too much"" as a pattern of thoughts, feelings, and behaviors which certain women develop as a reponse to various problems in their family backgrounds.",,,http://books.google.de/books?id=44T1f62M4rkC&dq=Women+Who+Love+Too+Much+Robin+Norwood&hl=&source=gbs_api
Abnormal Psychology,"Gerald C. Davison, John M. Neale, Ann M. Kring",1974.0,9780471557715,Wiley,"eng, spa","Psychopathology, Psychopathologie, Psychology textbooks, Psicopatología, Textbooks",668.0,https://covers.openlibrary.org/b/id/301725-L.jpg,/works/OL2680118W,Open Library,"ABNORMAL PSYCHOLOGY: AN INTEGRATIVE APPROACH, Eighth Edition, is the perfect text to help you succeed in your abnormal psychology course! The authors -- all internationally recognized experts in the field -- show you how psychological disorders are rooted in multiple factors: biological, psychological, cultural, social, familial, and even political. You can test your understanding of topics with the text's built-in concept checks and chapter quizzes.",,,"http://books.google.de/books?id=R6oEAAAACAAJ&dq=Abnormal+Psychology+Gerald+C.+Davison,+John+M.+Neale,+Ann+M.+Kring&hl=&source=gbs_api"
Antifragile,"Nassim Nicholas Taleb, Genís Sánchez Barberán, Albino Santos Mosquera",2012.0,1846141575,כנרת,"heb, eng, fre, spa, chi","Resilience (Personality trait), PSYCHOLOGY / General, BUSINESS & ECONOMICS / General, Long Now Manual for Civilization, Social aspects",639.0,https://covers.openlibrary.org/b/id/9180157-L.jpg,/works/OL16726829W,Open Library,"""The acclaimed author of the influential bestseller The Black Swan, Nicholas Nassim Taleb takes a next big step with a deceptively simple concept: the ""antifragile."" Like the Greek hydra that grows two heads for each one it loses, people, systems, and institutions that are antifragile not only withstand shocks, they benefit from them. In a modern world dominated by chaos and uncertainty, Antifragile is a revolutionary vision from one of the most subversive and important thinkers of our time.  Praise for Nicholas Nassim Taleb     ""[This] is the lesson of Taleb. and also the lesson of our volatile times. There is more courage and heroism in defying the human impulse, in taking the purposeful and painful steps to prepare for the unimaginable.""--Malcolm Gladwell, author of The Tipping Point     ""[Taleb writes] in a style that owes as much to Stephen Colbert as it does to Michel de Montaigne.""--The Wall Street Journal     ""The most prophetic voice of all. [Taleb is] a genuinely significant philosopher. someone who is able to change the way we view the structure of the world through the strength, originality and veracity of his ideas alone.""--GQ     ""Changed my view of how the world works.""--Daniel Kahneman, Nobel laureate""--

""Examples of Antifragility: When you stress your body by lifting a big weight, your body gets stronger. New York has the best restaurants in the world because particular restaurants are always going bust, making the aggregate stronger and stronger, or antifragile. Evolution is antifragile. Certain business and investment strategies are antifragile. Older things tend to be more antifragile than newer ones - because they've been exposed to more Black Swans""--",4.0,1.0,"http://books.google.de/books?id=pQvv8YLm_UYC&dq=Antifragile+Nassim+Nicholas+Taleb,+Gen%C3%ADs+S%C3%A1nchez+Barber%C3%A1n,+Albino+Santos+Mosquera&hl=&source=gbs_api"
The Psychology of Money,Morgan Housel,2020.0,1312682345,Paidós,"spa, ind, ger, eng, fre","Money, Consumption (Economics), Quality of life, Attitude change, Accounting",289.0,https://covers.openlibrary.org/b/id/10389354-L.jpg,/works/OL21640039W,Open Library,"Timeless lessons on wealth, greed, and happiness doing well with money isn’t necessarily about what you know. It’s about how you behave. And behavior is hard to teach, even to really smart people. How to manage money, invest it, and make business decisions are typically considered to involve a lot of mathematical calculations, where data and formulae tell us exactly what to do. But in the real world, people don’t make financial decisions on a spreadsheet. They make them at the dinner table, or in a meeting room, where personal history, your unique view of the world, ego, pride, marketing, and odd incentives are scrambled together. In the psychology of money, the author shares 19 short stories exploring the strange ways people think about money and teaches you how to make better sense of one of life’s most important matters.",,,https://play.google.com/store/books/details?id=TnrrDwAAQBAJ&source=gbs_api
The game of life and how to play it,Florence Scovel Shinn,1925.0,9780548056189,"L.N. Fowler & Co Ltd, 29 Ludgate Hill, E.C.4","eng, spa","Conduct of life, New Age, New Thought, Nonfiction, Psychological aspects",96.0,https://covers.openlibrary.org/b/id/406958-L.jpg,/works/OL4794651W,Open Library,"Reprint of 1941 Second Edition. Full facsimile of the original edition, not reproduced with Optical Recognition Software. One secret of Shinn's success was that she was always herself . . . colloquial, informal, friendly, and humorous. She herself was very spiritual . . . and taught by familiar, practical, and everyday examples. --Emmet Fox By studying and practicing the principles laid down in this book, one may find prosperity, solve problems, have better health, achieve personal relations-in a word, win the game of life. --Norman Vincent Peale ""The Game of Life and How to Play It"", by Florence Scovel Shinn, helped me crystallize my own thinking and moved me forward on the path to where I am today. --Louise Hay The world's most celebrated ""success"" book and guide on how to ""WIN"" in life through positive attitudes and affirmations. First published in 1925, this book has inspired thousands of people around the world to find a sense of purpose and belonging. It asserts that life is not a battle but a game of giving and receiving, and that whatever we send out into the world will eventually be returned to us. This little book will help you discover how your mind and its imaging faculties play leading roles in the game of life. With her classic book, THE GAME OF LIFE AND HOW TO PLAY IT, Florence Scovel Shinn established herself as one of the most down-to-earth, practical, and helpful prosperity writers of her era. With a timeless message and the ability to explain success principles and how they work in an entertaining style, her writings are still considered the leaders in prosperity literature today.",4.5,3.0,https://play.google.com/store/books/details?id=IfHjXka72EAC&source=gbs_api
Secrets of the Millionaire Mind,T. Harv Eker,2005.0,0060831944,Collins,"eng, chi","Business, Capitalists and financiers, Millionaires, Money, Nonfiction",224.0,https://covers.openlibrary.org/b/id/492620-L.jpg,/works/OL275915W,Open Library,"Secrets of the Millionaire Mind reveals the missing link between wanting success and achieving it!Have you ever wondered why some people seem to get rich easily, while others are destined for a life of financial struggle? Is the difference found in their education, intelligence, skills, timing, work habits, contacts, luck, or their choice of jobs, businesses, or investments?The shocking answer is: None of the above!In his groundbreaking Secrets of the Millionaire Mind, T. Harv Eker states: ""Give me five minutes, and I can predict your financial future for the rest of your life!"" Eker does this by identifying your ""money and success blueprint."" We all have a personal money blueprint ingrained in our subconscious minds, and it is this blueprint, more than anything, that will determine our financial lives. You can know everything about marketing, sales, negotiations, stocks, real estate, and the world of finance, but if your money blueprint is not set for a high level of success, you will never have a lot of money -- and if somehow you do, you will most likely lose it! The good news is that now you can actually reset your money blueprint to create natural and automatic success.Secrets of the Millionaire Mind is two books in one. Part I explains how your money blueprint works. Through Eker's rare combination of street smarts, humor, and heart, you will learn how your childhood influences have shaped your financial destiny. You will also learn how to identify your own money blueprint and ""revise"" it to not only create success but, more important, to keep and continually grow it.In Part II you will be introduced to seventeen ""Wealth Files,"" which describe exactly how rich people think and act differently than most poor and middle-class people. Each Wealth File includes action steps for you to practice in the real world in order to dramatically increase your income and accumulate wealth.If you are not doing as well financially as you would like, you will have to change your money blueprint. Unfortunately your current money blueprint will tend to stay with you for the rest of your life, unless you identify and revise it, and that's exactly what you will do with the help of this extraordinary book. According to T. Harv Eker, it's simple. If you think like rich people think and do what rich people do, chances are you'll get rich too!",4.0,23.0,https://play.google.com/store/books/details?id=4AUbNnnOzSAC&source=gbs_api
The Psychology of Everyday Things,Donald A. Norman,1988.0,1452654123,Hachette Audio,eng,"Ergonomie, Industrial Psychology, Industriële vormgeving, Industrial Design, Psychological aspects",271.0,https://covers.openlibrary.org/b/id/10007224-L.jpg,/works/OL1879162W,Open Library,"The Design of Everyday Things is a best-selling book by cognitive scientist and usability engineer Donald Norman about how design serves as the communication between object and user, and how to optimize that conduit of communication in order to make the experience of using the object pleasurable. One of the main premises of the book is that although people are often keen to blame themselves when objects appear to malfunction, it is not the fault of the user but rather the lack of intuitive guidance that should be present in the design.",,,http://books.google.de/books?id=FVJ9xib-XxMC&dq=The+Psychology+of+Everyday+Things+Donald+A.+Norman&hl=&source=gbs_api
Sult,Knut Hamsun,1890.0,1376492431,Schoenhofsforeign Books Inc,"nob, ger, heb, pol, spa, snd, urd, hin, eng, tur, est, lit, rus, chi, dan, ukr, nor, yid, fin, fre","Fiction Classics, Literary Fiction, Mental Depression, Norwegian Authors, Autobiographical fiction",196.0,https://covers.openlibrary.org/b/id/10472647-L.jpg,/works/OL573193W,Open Library,"First published in Norway in 1890, Hunger probes into the depths of consciousness with frightening and gripping power. Like the works of Dostoyevsky, it marks an extraordinary break with Western literary and humanistic traditions.


----------
Also contained in:

 - [Ernest Hemingway / Knut Hamsun / Hermann Hesse ](https://openlibrary.org/works/OL17970062W)",,,https://play.google.com/store/books/details?id=iao4PRnaWFEC&source=gbs_api
Introduction to Psychology,"Clifford Thomas Morgan, Richard A. King, John R. Wiesz, John Schopler",1956.0,0070431256,Mcgraw-Hill (Tx),eng,"Psychology, Psychologie, Einführung",724.0,https://covers.openlibrary.org/b/id/9120645-L.jpg,/works/OL5098994W,Open Library,"In this Seventh Edition this have attempted to bring readers up-to-date, an ongoing challenge in our rapidly changing discipline. psychology, like other areas of Knowledge, has its classic theories and studies which from the basis for the much current work. Students should Know about these, too, and we have not negelected them. there is no change, but there is continuity as well.",,,"http://books.google.de/books?id=zU5EAAAAYAAJ&dq=Introduction+to+Psychology+Clifford+Thomas+Morgan,+Richard+A.+King,+John+R.+Wiesz,+John+Schopler&hl=&source=gbs_api"
Feminine Psychology,Karen Horney,1967.0,9780393010459,Routledge & K. Paul,"fre, eng","Sex (psychology), Women, psychology, Women, Psychology, Textbooks",269.0,https://covers.openlibrary.org/b/id/248756-L.jpg,/works/OL98942W,Open Library,"""Because the role of woman as a contributing member of society comes increasingly under scrutiny, Karen Horney's thoughts and theories about feminine psychology are particularly relevant to our day. In this new collection of papers, many previously unavailable in English, Karen Horney brings to the subject of femininity both profound knowledge of women and dedicated skill as a therapist. As a psychoanalytic pioneer who trained at the Berlin Psychoanalytic Institute in the 1920's, Dr. Horney began to question certain of Freud's theories, especially his libido theory, which her own careful clinical observations seems to contradict. At the same time her reading in anthropology strengthened her feeling that an organism's behavior is determined culturally as well as biologically. A male-oriented, materialistic society, such as the one into which Freud was born, would evolve theories of separate male and female psychologies. In such a society a woman's outlook on life would appear to be determined by her envy of the male sex organ. According to Dr. Horney, what woman really envies are masculine attributes and the opportunities society offers more readily to men. In this book her discussion of such subjects as frigidity, the problem of monogamy, maternal conflicts, feminine masochism, and the neurotic need for love offers valuable insights into the problems confronting women today - the problesm taht they bring to psychiatrists, marriage counselors, and clergymen.""--Publisher's description.",,,http://books.google.de/books?id=uRNBAAAAIAAJ&dq=Feminine+Psychology+Karen+Horney&hl=&source=gbs_api
Atlas Shrugged (Centennial Ed. HC),"Ayn Rand, Sophie Bastide-Foltz, Ayn Rand;, Adrian Rand, Ayn Rand",1936.0,9780394415765,Random House,"spa, rus, eng, ger","Classic Literature, Fiction, Literature, Fiction, action & adventure, Fiction, science fiction, general",1096.0,https://covers.openlibrary.org/b/id/362277-L.jpg,/works/OL731644W,Open Library,"The year 2005 marks Ayn Rand's Centennial Year.The astounding story of a man that said that he would stop the motor of the world-and did. Tremendous in scope, breathtaking in its suspense, Atlas Shrugged is unlike any other book you have ever read.“A writer of great power. She has a subtle and ingenious mind and the capacity of writing brilliantly, beautifully, bitterly.”-The New York Times",,,"http://books.google.de/books?id=1_aNEAAAQBAJ&dq=Atlas+Shrugged+(Centennial+Ed.+HC)+Ayn+Rand,+Sophie+Bastide-Foltz,+Ayn+Rand%3B,+Adrian+Rand,+Ayn+Rand&hl=&source=gbs_api"
Surrounded by Idiots,Thomas Erikson,2014.0,1250179947,St. Martin's Essentials,"eng, spa","Sociology, Communication, social aspects, Communication, psychological aspects, Communicative competence, Communication in organizations",304.0,https://covers.openlibrary.org/b/id/10105591-L.jpg,/works/OL20806514W,Open Library,"Do you ever think you’re the only one making any sense? Or tried to reason with your partner with disastrous results? Do long, rambling answers drive you crazy? Or does your colleague’s abrasive manner rub you the wrong way?

You are not alone. After a disastrous meeting with a highly successful entrepreneur, who was genuinely convinced he was ‘surrounded by idiots’, communication expert and bestselling author, Thomas Erikson dedicated himself to understanding how people function and why we often struggle to connect with certain types of people.

Surrounded by Idiots is an international phenomenon, selling over 1.5 million copies worldwide. It offers a simple, yet ground-breaking method for assessing the personalities of people we communicate with – in and out of the office – based on four personality types (Red, Blue, Green and Yellow), and provides insights into how we can adjust the way we speak and share information.

Erikson will help you understand yourself better, hone communication and social skills, handle conflict with confidence, improve dynamics with your boss and team, and get the best out of the people you deal with and manage. He also shares simple tricks on body language, improving written communication, advice on when to back away or when to push on, and when to speak up or shut up. Packed with ‘aha!’ and ‘oh no!’ moments, Surrounded by Idiots will help you understand and communicate with those around you, even people you currently think are beyond all comprehension.",,,https://play.google.com/store/books/details?id=EuVvEQAAQBAJ&source=gbs_api
The Secret Language of Relationships,Gary Goldschneider,1997.0,0525426876,Putnam Publishing Group,eng,"Personality, Astrology, Marriage, Love, Relationship",819.0,https://covers.openlibrary.org/b/id/9040183-L.jpg,/works/OL14985961W,Open Library,"This book cross matches every birthday with every other birthday and explains what the relationship between two people with those birthdays will be like. I’ve been using this book for over twenty years and have found it to be viscerally accurate, both when reading it before and after knowing a person.",,,http://books.google.de/books?id=elZAAQAACAAJ&dq=The+Secret+Language+of+Relationships+Gary+Goldschneider&hl=&source=gbs_api
The Dictionary of Body Language,pierre dukan,2018.0,9780008292614,HarperCollins B and Blackstone Publishing,eng,"Body language, Identity (Psychology), Educational psychology",208.0,https://covers.openlibrary.org/b/id/8814585-L.jpg,/works/OL20168431W,Open Library,"**“The ultimate body language reference. I’ll be both referring to and recommending this book on a daily basis for many years to come.”** —Amy Cuddy

From the world’s **#1 body language expert*** comes the essential book for decoding human behavior.

Joe Navarro has spent a lifetime observing others. For 25 years, as a Special Agent for the FBI, he conducted and supervised interrogations of spies and other dangerous criminals, honing his mastery of nonverbal communication. After retiring from the bureau, he has become a sought-after public speaker and consultant, and an internationally bestselling author. Now, a decade after his groundbreaking book What Every BODY is Saying, Navarro returns with his most ambitious work yet. The Dictionary of Body Language is a pioneering “field guide” to nonverbal communication, describing and explaining the more than 400 behaviors that will allow you to gauge anyone’s true intentions.

Moving from the head down to the feet, Navarro reveals the hidden meanings behind the many conscious and subconscious things we do. Readers will learn how to tell a person’s actual feelings from subtle changes in their pupils; the lip behaviors that betray concerns or hidden information; the many different varieties of arm posturing, and what each one means; how the position of our thumbs when we stand akimbo reflects our mental state; and many other fascinating insights to help you both read others and change their perceptions of you.

Readers will turn to The Dictionary Body Language again and again—a body language bible for anyone looking to understand what their boss really means, interpret whether a potential romantic partner is interested or not, and learn how to put themselves forward in the most favorable light.",,,http://books.google.de/books?id=MK7-uQEACAAJ&dq=The+Dictionary+of+Body+Language+pierre+dukan&hl=&source=gbs_api
The Summer I Turned Pretty Trilogy,Jenny Han,2009.0,144244228X,Simon & Schuster Books for Young Readers,"spa, eng","Children's fiction, Friendship, fiction, Love, fiction, Interpersonal relations, fiction, Seashore, fiction",851.0,https://covers.openlibrary.org/b/id/7719210-L.jpg,/works/OL17508740W,Open Library,"Belly has always lived for the summertime, because summer means all her favorite things: swimming, the beach, and the Fischer boys, Conrad and Jeremiah. For as long as she can remember, she's shared her summers with the brothers at Cousins Beach. And for as long as she can remember, she's been in love with Conrad. Then one summer it seems like he might have feelings for her too -- but so does Jeremiah. As the summer seasons pass, Belly has to choose between two brothers who love her ... and she'll have to break one of their hearts.",,,http://books.google.de/books?id=PzXwzgEACAAJ&dq=The+Summer+I+Turned+Pretty+Trilogy+Jenny+Han&hl=&source=gbs_api
Religions of the world,"Lewis M. Hopfe, Mark R. Woodward",1976.0,9780024747402,Collier Macmillan,eng,"Religions, Textbooks, Bl80.3 .h66 2007, 200, Religion",416.0,https://covers.openlibrary.org/b/id/86672-L.jpg,/works/OL2731093W,Open Library,An introduction to the historical and philosophical foundations of the major living religions of the world.,,,https://play.google.com/store/books/details?id=UOMNEQAAQBAJ&source=gbs_api
The happiness advantage,Shawn Achor,2010.0,1486299296,Broadway Books,eng,"Work, Positive psychology, Psychological aspects, Happiness, Work, psychological aspects",246.0,https://covers.openlibrary.org/b/id/6938464-L.jpg,/works/OL15674042W,Open Library,"Recent discoveries in the field of positive psychology have shown that happiness fuels success, not the other way around. Achor isolates seven practical, actionable principles that show how to capitalize on the Happiness Advantage to improve performance and maximize potential.",1.0,1.0,https://play.google.com/store/books/details?id=6a822zBGfjQC&source=gbs_api
Shatter Me,Tahereh Mafi,2011.0,9780062111234,Harpercollins,"eng, dut","Love, Ability, Dictatorship, Fiction, Science fiction",357.0,https://covers.openlibrary.org/b/id/6974992-L.jpg,/works/OL16014245W,Open Library,"Juliette hasn't touched anyone in exactly 264 days. The last time she did, it was an accident, but The Reestablishment locked her up for murder. No one knows why Juliette's touch is fatal. As long as she doesn't hurt anyone else, no one really cares. The world is too busy crumbling to pieces to pay attention to a 17-year-old girl. Diseases are destroying the population, food is hard to find, birds don't fly anymore, and the clouds are the wrong color. The Reestablishment said their way was the only way to fix things, so they threw Juliette in a cell. Now so many people are dead that the survivors are whispering war-- and The Reestablishment has changed its mind. Maybe Juliette is more than a tortured soul stuffed into a poisonous body. Maybe she's exactly what they need right now. Juliette has to make a choice: Be a weapon. Or be a warrior. In this electrifying debut, Tahereh Mafi presents a world as riveting as The Hunger Games and a superhero story as thrilling as The X-Men. Full of pulse-pounding romance, intoxicating villainy, and high-stakes choices, Shatter Me is a fresh and original dystopian novel—with a paranormal twist—that will leave readers anxiously awaiting its sequel.",,,https://play.google.com/store/books/details?id=vtXPEAAAQBAJ&source=gbs_api
The Power of Habit,Charles Duhigg,2012.0,9781400069286,Random House Audio,"eng, pol, spa, por, chi, fre, may","Social aspects, Habit, Change (Psychology), New York Times bestseller, nyt:combined_print_nonfiction=2012-03-03",400.0,https://covers.openlibrary.org/b/id/9078085-L.jpg,/works/OL16015154W,Open Library,"A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed. Marketers at Procter & Gamble study videos of people making their beds. They are desperately trying to figure out how to sell a new product called Febreze, on track to be one of the biggest flops in company history. Suddenly, one of them detects a nearly imperceptible pattern -- and with a slight shift in advertising, Febreze goes on to earn a billion dollars a year. An untested CEO takes over one of the largest companies in America. His first order of business is attacking a single pattern among his employees -- how they approach worker safety -- and soon the firm, Alcoa, becomes the top performer in the Dow Jones. What do all these people have in common? They achieved success by focusing on the patterns that shape every aspect of our lives. They succeeded by transforming habits. In The Power of Habit, award-winning New York Times business reporter Charles Duhigg takes us to the thrilling edge of scientific discoveries that explain why habits exist and how they can be changed. With penetrating intelligence and an ability to distill vast amounts of information into engrossing narratives, Duhigg brings to life a whole new understanding of human nature and its potential for transformation. Along the way we learn why some people and companies struggle to change, despite years of trying, while others seem to remake themselves overnight. We visit laboratories where neuroscientists explore how habits work and where, exactly, they reside in our brains. We discover how the right habits were crucial to the success of Olympic swimmer Michael Phelps, Starbucks CEO Howard Schultz, and civil-rights hero Martin Luther King, Jr. We go inside Procter & Gamble, Target superstores, Rick Warrens Saddleback Church, NFL locker rooms, and the nations largest hospitals and see how implementing so-called keystone habits can earn billions and mean the difference between failure and success, life and death. At its core, The Power of Habit contains an exhilarating argument: The key to exercising regularly, losing weight, raising exceptional children, becoming more productive, building revolutionary companies and social movements, and achieving success is understanding how habits work. Habits arent destiny. As Charles Duhigg shows, by harnessing this new science, we can transform our businesses, our communities, and our lives. - Publisher.",4.0,1.0,http://books.google.de/books?id=oFYNngEACAAJ&dq=The+Power+of+Habit+Charles+Duhigg&hl=&source=gbs_api
The Cruel Prince,Holly Black,2018.0,9781955876162,Holly black,"heb, dut, eng","Fairies--Fiction., Sisters--Fiction., Orphans--Fiction., Princes--Fiction., Courts and courtiers--Fiction.",370.0,https://covers.openlibrary.org/b/id/8361789-L.jpg,/works/OL17850410W,Open Library,"**GUARD YOUR MORTAL HEART.**

JUDE WAS SEVEN WHEN HER PARENTS were murdered and she and her two sisters were stolen away to live in the treacherous High Court of Faerie. Ten years later, Jude wants nothing more than to belong there, despite her mortality. But many of the fey despise humans. Especially Prince Cardan, the youngest and wickedest son of the High King.

To win a place at the Court, she must defy him--and face the consequences.

As Jude becomes more deeply embroiled in palace intrigues and deceptions, she discovers her own capacity for tricker and bloodshed. But as betrayal threatens to drown the Courts of Faerie in violence, Jude will need to risk her life in a dangerous alliance to save her sisters, and Faerie itself.

From #1 *New York Times* bestselling author Holly Black comes the first book in a stunning new trilogy filled with twists and enchantment, as one girl learns the meaning of true power when she finds herself caught in a web of royal faerie intrigue.

This description comes from the publisher. *The Cruel Prince* is the first book of the Folk of the Air trilogy.",4.0,1.0,https://play.google.com/store/books/details?id=WFAsDwAAQBAJ&source=gbs_api
The 48 Laws of Power,Robert Greene,1998.0,9781665182751,Profile Books,"tur, ara, spa, por, ind, ger, eng, rus, fre","Business, Control (Psychology), Contrôle (Psychologie), Pouvoir (Morale), Nonfiction",452.0,https://covers.openlibrary.org/b/id/6424160-L.jpg,/works/OL1968368W,Open Library,"Amoral, cunning, ruthless, and instructive, this piercing work distills three thousand years of the history of power in to forty-eight well explicated laws. As attention--grabbing in its design as it is in its content, this bold volume outlines the laws of power in their unvarnished essence, synthesizing the philosophies of Machiavelli, Sun-tzu, Carl von Clausewitz, and other great thinkers. Some laws teach the need for prudence (""Law 1: Never Outshine the Master""), the virtue of stealth (""Law 3: Conceal Your Intentions""), and many demand the total absence of mercy (""Law 15: Crush Your Enemy Totally""), but like it or not, all have applications in real life. Illustrated through the tactics of Queen Elizabeth I, Henry Kissinger, P. T. Barnum, and other famous figures who have wielded--or been victimized by--power, these laws will fascinate any reader interested in gaining, observing, or defending against ultimate control.",4.5,13.0,https://play.google.com/store/books/details?id=P_zMW3EHnTEC&source=gbs_api
Diary of a Wimpy Kid,Jeff Kinney,2007.0,9655173941,Kineret,"ger, heb, pol, vie, spa, jpn, glg, rum, dut, eng, lat, wel, por, lit, chi, dan, kor, mao, bul, ita, baq, ara, fre","School stories, Families, Diaries, Middle schools, Family life",224.0,https://covers.openlibrary.org/b/id/14376136-L.jpg,/works/OL8483260W,Open Library,"Greg Heffley finds thrust into middle school, where undersized weaklings like him share the hallways with much bigger kids who are already shaving. But nothing scares Greg more than the moldy piece of cheese on the blacktop. Can he and his best friend, Rowley Jefferson, make it through the year without getting the Cheese Touch?",4.5,43.0,https://play.google.com/store/books/details?id=8MXK_KrHOZYC&source=gbs_api
