title,author,year_published,isbn,publisher,language,genres,pages,cover_img_url,ol_key,source,description,avg_rating,num_ratings,google_url
Twelve against the gods,William Bolitho,1929.0,0899879993,The Press of the Readers Club,eng,"Biography, Biographies",351.0,https://covers.openlibrary.org/b/id/1448623-L.jpg,/works/OL5917484W,Open Library,Alexander the Great.--Casanova.--Christopher Columbus.--Mahomet.--Lola Montez.--Cagliostro (and Seraphina)--Charles XII of Sweden.--Napoleon I.--Lucius Sergius Catiline.--Napoleon III.--Isadora Duncan.--Woodrow Wilson.,,,http://books.google.de/books?id=7kC4tgAACAAJ&dq=Twelve+against+the+gods+William+Bolitho&hl=&source=gbs_api
The Story of Philosophy,Will Durant,1926.0,9789180306461,Pocket Library,"ger, heb, eng, dan, spa, urd, chi, fin, hun","Philosophers, Philosophy, History, Biography, Philosophie",543.0,https://covers.openlibrary.org/b/id/405360-L.jpg,/works/OL1073898W,Open Library,"Includes chapters on Plato, Aristotle, Francis Bacon, Spinoza, Voltaire, Kant, and Nietzsche.",4.0,7.0,http://books.google.de/books?id=PXIg5EOsbIQC&dq=The+Story+of+Philosophy+Will+Durant&hl=&source=gbs_api
The Norton Anthology of English Literature,"M. H. Abrams, M. Abrams, M. H. Adams, Stephen Greenblatt, Abrams, M. H., M. H. Abrams",1962.0,0393946789,Karnac Books,eng,"English literature (collections), English literature, Literary collections, Literature, collections, English literature.",2686.0,https://covers.openlibrary.org/b/id/12483786-L.jpg,/works/OL2026379W,Open Library,Collects literature written by the most well-known English authors.,,,https://play.google.com/store/books/details?id=Y2lNDwAAQBAJ&source=gbs_api
Maybe You Should Talk to Someone,Lori Gottlieb,2019.0,1799717429,HarperCollins Publishers,"eng, por","Psychotherapists, Biography, Therapist and patient, PSYCHOLOGY, Psychotherapy BIOGRAPHY & AUTOBIOGRAPHY",433.0,https://covers.openlibrary.org/b/id/8596019-L.jpg,/works/OL19791590W,Open Library,"From a New York Times best-selling author, psychotherapist, and national advice columnist, a hilarious, thought-provoking, and surprising new book that takes us behind the scenes of a therapist’s world—where her patients are looking for answers (and so is she).

One day, Lori Gottlieb is a therapist who helps patients in her Los Angeles practice. The next, a crisis causes her world to come crashing down. Enter Wendell, the quirky but seasoned therapist in whose of­fice she suddenly lands. With his balding head, cardigan, and khakis, he seems to have come straight from Therapist Central Casting. Yet he will turn out to be anything but.

As Gottlieb explores the inner chambers of her patients’ lives — a self-absorbed Hollywood producer, a young newlywed diagnosed with a terminal illness, a senior citizen threatening to end her life on her birthday if nothing gets better, and a twenty-something who can’t stop hooking up with the wrong guys — she finds that the questions they are struggling with are the very ones she is now bringing to Wendell.

With startling wisdom and humor, Gottlieb invites us into her world as both clinician and patient, examining the truths and fictions we tell ourselves and others as we teeter on the tightrope between love and desire, meaning and mortality, guilt and redemption, terror and courage, hope and change.

Maybe You Should Talk to Someone is rev­olutionary in its candor, offering a deeply per­sonal yet universal tour of our hearts and minds and providing the rarest of gifts: a boldly reveal­ing portrait of what it means to be human, and a disarmingly funny and illuminating account of our own mysterious lives and our power to transform them.
([source](https://www.hmhbooks.com/shop/books/maybe-you-should-talk-to-someone/9781328663047))",,,http://books.google.de/books?id=ATKQDwAAQBAJ&dq=Maybe+You+Should+Talk+to+Someone+Lori+Gottlieb&hl=&source=gbs_api
"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,1789.0,9781403971562,Blurb,"eng, ger","Slavery, Voyages and travels, Social life and customs, Slaves, Biography",241.0,https://covers.openlibrary.org/b/id/2074044-L.jpg,/works/OL743333W,Open Library,"The Interesting Narrative of the Life of Olaudah Equiano, written in 1789, details its writer's life in slavery, his time spent serving on galleys, the eventual attainment of his own freedom and later success in business. Including a look at how slavery stood in West Africa, the book received favorable reviews and was one of the first slave narratives to be read widely.",,,https://play.google.com/store/books/details?id=Jr9456shUP4C&source=gbs_api
Confessions of a video vixen,Karrine Steffans,2005.0,0061247790,HarperCollins,eng,"Biography, Actors, Stripteasers, Biography & Autobiography, Nonfiction",224.0,https://covers.openlibrary.org/b/id/37858-L.jpg,/works/OL5847456W,Open Library,"An instant bestseller upon publication, Confessions of a Video Vixen is the page-turning memoir of Karrine Steffans: dancer, actress, and companion to many a celebrity. But more than a glimpse at what happens in the boardrooms and bedrooms of hip hop's A list, Confessions of a Video Vixen is also the first true account of how women are treated in the music industry, and its honest, direct revelations have generated debates and controversy across the country.By sharing her story, Steffans hopes to shed light on an otherwise romanticized industry and help young women avoid the same pitfalls she encountered—and if they're already in danger, she hopes to inspire them to find a way to pull themselves out of what she knows firsthand to be a cycle of hopelessness and despair.",4.0,43.0,http://books.google.de/books?id=qMj4RQbEZC8C&dq=Confessions+of+a+video+vixen+Karrine+Steffans&hl=&source=gbs_api
Wild,"Cheryl Strayed, Isabel Ferrer, Carlos Milla, Anna Turró Armengol",1767.0,8415695225,Random House,"heb, srp, dut, chi, eng, spa, ger, rus","Travel, American Authors, Biography, Description and travel, Self-actualization (Psychology) in women",363.0,https://covers.openlibrary.org/b/id/7249596-L.jpg,/works/OL16142316W,Open Library,"A powerful, blazingly honest memoir: the story of an eleven-hundred-mile solo hike that broke down a young woman reeling from catastrophe—and built her back up again. At twenty-two, Cheryl Strayed thought she'd lost everything when her mother died young of cancer. Her family scattered in their grief, her marriage was soon destroyed, and slowly her life spun out of control. Four years after her mother's death, with nothing more to lose, Strayed made the most impulsive decision of her life: to hike the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State—and to do it alone. She had no experience as a long-distance hiker--indeed, she'd never gone backpacking before her first night on the trail. Her trek was little more than “an idea, vague and outlandish and full of promise.” But it was a promise of piecing back together a life that had come undone. Strayed faces down rattlesnakes and black bears, intense heat and record snowfalls, and both the beauty and intense loneliness of the trail. Told with great suspense and style, sparkling with warmth and humor, Wild vividly captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened, strengthened, and ultimately healed her.

[www.cherylstrayed.com][1]


  [1]: http://www.cherylstrayed.com/wild_108676.htm",,,
Rizal without the overcoat,Ambeth R. Ocampo,1990.0,9789712700576,Published and exclusively distributed by Anvil Pub.,eng,"Nationalists, Biography, History",186.0,https://covers.openlibrary.org/b/id/14424641-L.jpg,/works/OL1784164W,Open Library,"""Through writing about history, Ocampo writes on Rizal as if he happened yesterday. In the clean, cool style of a good journalist...Ocampo is one historian who has never known to impose dogmas and definitive treatises. Reading Ocampo's history is like sitting down with a friend who shares what he has learned. But what he does best is to share the certainty of his doubts. Which probably makes him less of a historian. But then history is too serious to be left to historians."" Philippine Daily Enquirer Rizal Day Editorial, 1996",,,http://books.google.de/books?id=whNxAAAAMAAJ&dq=Rizal+without+the+overcoat+Ambeth+R.+Ocampo&hl=&source=gbs_api
The Teachings of Don Juan,Carlos Castaneda,1968.0,9681662350,Ballantine Books,"rus, eng, spa","Drogas alucinógenas, Experiencias Religiosas, Hallucinogenic drugs, Hallucinogenic drugs and religious experience, Sorcery",224.0,https://covers.openlibrary.org/b/id/406890-L.jpg,/works/OL1884578W,Open Library,"Thirty years ago the University of California Press published a remarkable manuscript by an anthropology student named Carlos Castaneda. The Teachings of Don Juan initiated a generation of seekers dissatisfied with the limitations of the Western worldview. Castaneda's now classic book remains controversial for the alternative way of seeing that it presents and the revolution in cognition it demands.

In a series of fascinating dialogues, Castaneda sets forth his partial initiation with don Juan Matus, a Yaqui Indian shaman from the state of Sonora, Mexico. He describes don Juan's perception and mastery of the ""non-ordinary reality"" and how peyote and other plants sacred to the Mexican Indians were used as gateways to the mysteries of ""dread,"" ""clarity,"" and ""power.""",,,http://books.google.de/books?id=dziNBAAAQBAJ&dq=%E0%A4%95%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%82%E0%A4%A4%E0%A5%8D%E0%A4%B0+Vatsya%CC%84yana&hl=&source=gbs_api
The night stalker,Philip Carlo,1996.0,1322237557,Kensington Pub. Corp.,eng,"Trials (Murder), Serial murders, Case studies, Serial murderers, Biography",528.0,https://covers.openlibrary.org/b/id/828728-L.jpg,/works/OL1701098W,Open Library,"The definitive account of this serial murderer, based on sixty hours of personal interviews with Ramirez himself. New edition includes interviews with women who have asked to contact Ramirez since the book was first published, and a ""death row interview"".--From publisher description.",,,http://books.google.de/books?id=-RSqPwAACAAJ&dq=The+night+stalker+Philip+Carlo&hl=&source=gbs_api
